839
824,856,2,10
802,828,3,6
800,858,5,2
814,847,10,4
805,859,10,4
818,839,6,1
808,846,1,8
824,835,8,5
834,850,5,9
824,859,1,10
816,829,8,9
826,856,8,1
817,829,7,6
806,816,10,9
811,843,10,2
831,856,1,6
800,826,8,4
824,843,3,1
800,820,5,2
807,823,3,2
804,828,5,3
822,846,3,6
819,859,4,9
811,859,7,3
804,854,7,8
819,832,8,9
834,858,6,8
823,840,2,6
804,832,6,4
814,858,6,3
814,853,9,1
845,858,5,7
814,836,3,2
821,848,9,5
816,849,6,10
812,833,7,4
835,848,5,1
803,849,7,9
807,819,8,9
817,850,9,3
809,830,5,9
824,843,6,2
838,859,1,8
840,853,8,7
824,839,3,8
817,840,3,2
801,825,9,3
818,833,9,8
811,832,7,8
802,855,1,10
817,848,10,3
817,853,8,2
827,844,7,10
820,840,2,6
813,855,1,4
814,842,2,1
816,828,2,8
844,858,8,5
832,859,7,4
808,840,6,9
813,846,6,5
811,855,9,2
811,840,10,7
832,852,10,5
827,857,4,6
829,846,3,5
837,857,1,10
826,847,8,4
800,825,8,6
819,838,6,8
843,858,8,5
822,847,5,3
805,836,5,8
824,852,6,4
811,854,6,5
805,818,7,5
826,850,8,9
806,854,4,8
832,857,7,1
814,851,7,1
805,829,7,2
820,839,3,6
807,851,2,3
822,848,2,4
805,814,4,1
835,850,4,5
822,854,3,7
803,816,1,2
829,849,1,10
806,827,8,10
804,819,7,9
846,859,2,7
813,848,7,6
838,854,3,5
830,852,5,8
818,858,6,3
808,834,1,3
807,836,9,10
828,850,8,6
819,832,7,9
814,824,9,8
815,858,2,1
812,823,10,7
814,843,5,3
820,844,6,8
803,825,5,6
834,854,1,3
824,839,8,5
804,846,1,7
808,850,2,8
815,853,2,10
802,848,4,8
830,846,6,8
807,855,3,9
827,851,8,9
811,834,10,2
808,851,3,9
804,844,6,4
817,837,4,3
838,854,8,3
811,839,7,2
816,830,2,10
810,823,10,5
828,847,2,3
817,857,6,1
838,853,2,5
833,847,2,6
800,847,5,8
838,855,5,8
810,855,3,5
829,851,3,5
836,856,9,5
807,846,9,1
814,841,1,2
820,854,10,1
835,849,8,7
816,844,3,10
826,845,1,2
837,859,1,6
810,859,2,6
825,859,3,7
814,856,2,9
827,858,6,2
827,836,4,1
810,846,7,5
831,858,8,6
818,840,3,5
823,856,2,5
807,853,4,10
832,855,3,5
806,848,4,2
810,836,6,5
803,833,2,3
842,858,7,4
804,823,8,7
822,848,2,5
827,854,7,1
803,826,7,4
812,828,9,5
807,850,8,3
808,849,10,5
816,844,1,2
817,858,5,9
851,858,5,4
800,832,8,5
819,850,10,3
825,843,3,8
832,854,7,10
810,851,5,9
829,844,2,7
801,846,7,2
814,832,4,2
843,855,7,2
805,857,6,1
822,853,4,7
805,847,1,7
812,859,9,3
815,843,8,1
814,835,6,10
807,834,4,8
810,848,10,7
814,825,10,8
807,848,4,1
827,847,8,9
808,859,1,6
810,831,8,1
831,856,7,1
826,854,10,3
802,829,2,1
832,857,5,8
830,857,6,1
826,838,2,7
807,842,2,5
838,858,3,4
803,859,1,7
809,848,8,1
808,845,2,7
800,842,2,4
810,846,9,3
826,853,5,4
810,856,4,3
800,837,9,6
807,833,3,10
834,853,2,1
812,850,10,1
821,844,6,4
829,855,4,10
810,857,1,9
801,853,8,1
809,855,7,6
823,856,8,3
817,842,7,1
807,836,4,9
843,858,7,6
820,850,2,10
812,836,4,2
847,857,4,5
802,848,8,1
802,855,3,7
818,848,3,1
836,859,6,8
838,857,5,9
821,845,2,3
818,847,3,9
818,848,3,10
836,857,10,9
801,846,2,10
822,837,8,7
811,831,9,3
834,855,3,7
809,850,1,6
802,812,6,10
814,846,6,7
830,847,10,4
816,847,8,7
807,832,6,2
826,842,2,8
829,848,3,6
835,855,3,9
803,850,1,9
804,837,2,9
804,858,9,8
836,854,8,3
810,846,4,1
818,851,5,2
817,844,10,1
809,856,7,3
816,857,10,5
805,828,2,5
805,847,2,3
813,854,8,6
829,855,3,10
809,838,7,10
819,854,1,7
807,840,10,4
801,859,7,6
834,839,6,10
807,828,3,5
832,850,6,4
835,853,3,7
812,824,8,5
822,838,4,1
819,842,5,6
835,858,9,6
816,851,6,10
824,859,5,8
801,819,5,6
820,843,9,5
823,850,1,10
827,835,10,9
812,859,7,6
806,828,7,3
815,837,1,9
827,850,2,9
818,835,7,5
804,826,2,7
833,848,3,7
806,835,7,9
800,859,6,4
836,856,9,8
835,852,2,3
809,852,1,6
820,855,6,4
801,827,7,8
820,840,3,9
802,845,6,5
804,826,7,8
810,854,9,6
806,855,10,5
804,822,5,4
804,855,1,5
807,853,4,5
823,852,6,8
808,836,4,10
822,855,5,2
812,832,4,6
819,837,4,1
813,853,1,9
801,854,4,6
831,850,8,3
814,834,8,6
824,858,4,5
805,842,7,9
812,818,6,10
816,845,3,5
814,834,9,2
817,859,6,4
804,813,10,9
817,851,5,6
802,824,4,5
832,848,8,5
831,852,5,3
800,820,9,10
823,856,2,8
810,823,5,7
810,828,8,2
801,832,2,7
828,856,6,8
820,849,5,1
813,824,7,8
817,856,3,6
824,859,7,9
829,856,7,4
812,841,2,4
814,846,7,5
824,858,2,3
802,843,3,9
830,858,5,1
813,832,7,3
810,855,6,1
813,828,5,2
812,829,10,5
811,846,2,6
801,845,4,2
808,836,8,3
811,849,3,2
822,857,4,8
810,841,3,2
810,839,8,5
803,847,9,7
801,841,9,3
813,840,1,9
827,849,4,8
811,818,10,6
828,838,9,10
825,858,3,4
808,847,6,2
827,853,6,10
812,849,10,4
804,852,7,10
801,859,1,3
807,839,1,6
814,851,9,7
819,823,5,1
814,841,7,8
814,852,9,4
805,821,5,2
820,830,5,1
828,845,10,3
816,857,3,6
801,837,7,4
800,852,2,1
814,843,2,6
831,848,3,2
819,852,10,3
839,856,4,6
807,849,10,5
817,852,6,5
830,841,8,2
817,845,4,5
810,835,8,4
834,843,9,7
808,825,5,2
810,858,9,4
822,856,1,3
801,850,8,6
825,852,2,8
814,836,8,2
841,851,5,7
809,848,4,9
830,847,10,9
802,825,4,3
836,846,10,8
825,857,7,1
806,845,2,3
815,844,4,6
810,848,5,3
841,853,7,8
810,858,9,1
815,837,1,6
824,848,7,5
837,855,3,4
818,841,10,4
800,839,9,4
803,859,7,9
803,853,2,10
834,856,4,6
828,845,3,5
800,856,2,1
835,857,2,5
809,837,3,5
800,837,1,4
809,846,10,4
813,849,4,9
816,851,1,7
804,835,6,3
802,817,6,2
823,850,9,4
801,851,2,1
828,839,3,7
824,855,7,6
807,830,4,9
824,848,9,10
800,828,4,7
826,858,5,9
810,819,9,7
803,835,8,4
818,855,4,5
803,851,3,1
920,934,8,2
909,932,4,1
924,943,8,3
922,943,7,3
907,952,8,10
933,943,8,9
913,955,4,2
909,956,2,4
918,934,2,6
927,953,6,3
906,917,4,5
915,941,8,4
914,926,6,5
903,923,3,8
901,956,9,8
910,948,2,3
915,935,9,3
925,945,9,1
903,953,2,7
910,932,7,5
909,934,7,3
906,939,6,2
903,925,5,1
936,949,5,10
922,959,2,9
924,949,4,1
943,959,3,9
909,941,6,4
931,936,5,4
933,957,7,1
914,950,9,6
922,942,9,6
935,956,9,6
900,914,8,10
923,944,4,7
902,922,4,10
916,958,4,3
923,943,4,1
906,934,4,10
936,954,4,7
914,951,8,3
932,944,5,6
902,941,5,9
926,954,5,2
915,924,7,9
907,936,9,3
906,926,3,1
920,951,4,1
906,950,9,3
912,952,7,9
907,935,9,5
920,953,9,2
936,947,9,7
941,946,6,10
933,952,2,9
909,932,6,5
900,934,8,9
905,926,1,9
918,953,10,5
914,953,3,7
933,956,9,4
916,949,4,10
912,941,9,6
917,928,2,7
919,957,4,5
926,955,9,8
926,948,1,4
924,934,1,4
901,947,5,1
947,958,8,2
913,959,10,7
914,947,4,9
908,938,9,6
917,957,7,5
915,920,4,5
915,943,9,4
902,940,10,7
902,922,9,4
906,918,5,4
904,926,5,1
919,951,3,7
937,953,5,1
908,930,3,2
910,922,10,5
921,946,4,3
935,955,7,10
909,931,10,2
929,939,9,7
900,926,6,3
902,941,4,3
936,950,8,5
906,959,8,3
914,956,1,2
903,943,8,7
906,919,3,7
918,956,9,7
930,949,8,4
932,948,8,4
901,959,8,5
929,958,10,2
918,954,7,1
915,955,8,3
929,953,10,2
946,959,8,5
938,959,10,6
922,946,3,10
948,959,2,1
920,941,9,3
935,955,5,2
922,935,8,9
911,934,2,1
920,935,5,6
911,938,2,1
920,944,10,4
915,950,2,4
918,958,7,8
917,937,9,2
902,951,8,3
944,952,4,1
916,941,1,8
921,952,6,7
914,927,1,2
915,951,8,4
908,947,4,2
935,948,6,8
931,956,5,6
922,950,2,6
941,952,6,10
905,932,1,5
936,955,2,8
937,957,3,4
904,936,8,6
904,939,6,7
910,947,6,1
911,925,6,10
905,939,3,10
925,949,3,1
902,935,9,6
902,928,3,6
911,933,6,9
904,937,7,4
905,952,2,4
918,934,9,5
916,946,8,9
945,957,7,8
906,917,8,7
927,946,9,5
911,939,6,10
903,951,8,3
922,952,7,6
900,928,4,5
930,958,10,2
910,955,4,7
915,942,3,5
924,947,7,9
910,943,5,2
900,959,4,5
921,950,6,10
918,937,5,3
